# Frozen T1204 oracle captured from the pre-split next-task.md on 2026-07-10.
# Post-migration, these rows are a deliberate change ratchet, never a generated mirror.
# Intentional obligation edits update the corresponding row manually in the same human-reviewed PR and justify the contract change; incidental rewrites do not re-freeze the baseline.
# sha256(normalized logical block) <TAB> expected count <TAB> diagnostic label
106a582adbddf8550e21b380fd52dc272bd977807e5caefea311a75869c4cee7	1	# next-task — uniform per-task procedure (runtime-neutral)
58890289804972278dd56a9698b6042f132392974c732044fe380699af56b03a	1	One task → one issue → one branch → one PR. This procedure makes every task start identically so autonomous runs are con
f6462702443c4bfae1c85dcdebf9711c202854b47b2d82876a3face250802598	1	> Runtime-neutral: roles in **[brackets]** (e.g. **[reviewer]**, **[code-review pass]**, > **[strong tier]**) are define
7b29fc9d3588553ca810d1219bfba69348e2a39e842ee4497f149084160da2c7	1	**Project specifics come from the profile (`.claude/PROJECT.md`, the source of truth)** — paths, task-ID format, blocked
895388975fb41f304d7d92be0a0be6ddad9aeb5c616f124dbc9f3457026bacff	1	## Context discipline (one task → one clean window) A task must fit in a single context without compaction. The conversa
15d04f0e53ce52393b14c617186485f610837a463adca05cc8658a55fe435868	1	- **Start fresh.** Run each task in its own session/process via a **[headless run]**; don't continue a long prior chat.
ab562f8dfd83b9ba88d458a6a3554c8ecb2b92a1997fb93c7cdf199ddb03f485	1	- **Offload bulk reading** with a **[bulk-read offload]** so file contents stay out of the main window; the **[reviewer]
e4a14f6259ed9e1e5cdc2f4dc8c94e3353bec846efad27e1f91ffccf2e1af6e1	1	- **Read narrowly.** Prefer targeted search + ranged reads over whole-file dumps; never re-read a file you just edited.
27fae57d416380ae5297256aa35d94c4e4828d82cc4521dda6d15e779d9d3f8e	1	- **Log-and-summarize verbose output** (tests, CI, API/JSON): capture to a temp log, print only failures + the summary.
c29dff7a90ccfa7775ed2dc00582392e3160cef8d39a4633ea8891e273979c99	1	- **Keep the diff surgical** — small diffs mean small reviewer/review inputs.
92cc1b21a6f388a272bc09651324213ee7cfeafb8ddba107b2eafebd3ba7ab8a	1	- **Checkpoint to disk continuously:** commit, open/update the PR, and record progress in the issue so state never lives
c8262c9cddeb6a4a81365431173005be6fce54477e04f0e26251d9d11a4e071f	1	## Resuming an interrupted or compacted task Reconstruct from disk — do NOT trust conversation memory:
ccf60415c0ea4cd0b68bac8dddbaa6632aa45ff44a8a7b61d566017491189e6e	1	1. `git branch --show-current` + `git status` + `git log --oneline main..HEAD` — what's committed on this branch.
526bae3338773c05c333521d4c070a4fbb50a40f983bad9216e3961cd5d9af4d	1	2. The open PR + its issue for the current branch, **including their comment threads** (§2.5): the newest unmarked owner
0f71f8868934ed8e9991b8a339fe080f9afa5ea5ac90024ad39cf2a007c0647d	1	3. The task's spec/contracts + its tasks-file entry + the constitution (paths in the profile). Then continue from the ne
c46cfe6a48380cc83cb3743fee242f3b30f9c8c301522b35d63532d1f7c88098	1	## Model & usage economy Usage may be a shared pool (interactive + scheduled + reviewers). Tiers form the ordinal ladder
cd797be14f6e0fb8c5dae8008ae9a4ac172559e3c67c375d7d004a81b7a91e7f	1	**Per-stage tier map** (deterministic — no judgment call at dispatch time):
feea4c2961f57d6b2c1fa19ce549ac551c429d4baccddee65f51c6193e8d3dfe	1	| Stage | Tier | |-------|------| | Planning + implementation (the session itself) | the task's tier tag; untagged → jud
346d45ac18c56a2f8fa15331c9b52bb66eedaf55e2e8c027f3907530ddf5bc62	1	- **Tier tags are authoritative.** If the task's line in the tasks file carries a tier tag (format per the profile), use
9ce665825cf0bd4d1074bfed38c5963e3f766fe69f5d39148bda37a4b19052ef	1	- **[cheap tier]** for mechanical/low-risk work — config, scaffolding, stubs, docs, the bulk-read passes, and the contra
0d28a110981d241215aaace72b416cd4938c862f42af04837fec9a6aed112b07	1	- **[strong tier]** for constitution-critical, architecturally foundational, or ambiguous tasks. The constitution **[rev
ff1caff80bf49c916bf86da7b65125c62e3d3f7301d1368cd82b9fdd6710091a	1	- **[frontier tier]** only for genuinely long-horizon work — multi-hour autonomous scope, plan-and-port-scale changes. R
b36967fa2dbf7a0aec6a09e8b0d54050a74d31526a538fbc1a1e37c28beedaa9	1	- When unsure, start cheap — CI + the reviewers backstop quality, and you can escalate.
2c43c64748dbf9ae3130c24da1942ba7be658ce002675e012788d4d9ac04a5e5	1	## 0. Preconditions (stop if any fail)
4dd87c00776a225e4d821b64b618c991a2a4eddcdd9c0b690e58b037c34ab8a7	1	- You're in the canonical repo working tree — `git rev-parse --show-toplevel` succeeds and is the project you intend to
5ff5189073ad491821e5e4740c4ca0d468a0c371fc0e41002a85a29349ed5b1f	1	- `git status` is clean and you are on an up-to-date base branch. If not, resolve first.
d8d4cf302c2b5bf29c565ceeb3516527ec7c0cdd70c1f9d8102473c4d923dcc6	1	- The issue-tracker interface named by the active adapter's **[environment block]** is authenticated using that block's
4bbc00600d531a2a22d03e0cfc86ff61caed8733d1387a0335b39cdc1025a9fa	1	- **Usage headroom:** if you're deep into a usage window, do ONE task and stop. An interrupted task is recoverable (comm
c2600db01d130f5a580d71334d18367e832cc0d7dbd23bc45f1bbc4062e7bf6e	1	## 0.5 Run mode — review (default) or isolated autonomous Decide the run's mode once, at the start, from the **[autonomy
a43183843433f21b6197d3150fe5935b53597cb0fadcdde9ac30741352f59cf8	1	- **Review mode (default).** Run exactly as written below: edit in the main working tree on the task branch (§4), open t
cccd28bfc526d97ad9ebc68ed8606bcf0fb98d8af9efcf866ef032ff8117e2af	1	- **Isolated autonomous mode** — engaged only by an explicit in-session authorization or the profile opt-in. The task ru
24dea6768798dfb591791e304d8789bb25646f174d64f098e55968247318a74c	1	The §7 gate now reads the workspace diff and the promote/discard path is wired (the gate-in-place step). On a gate **PAS
6549701db063b1754b61301a39e31c2b66b593c36f55b5112c2b22c36e7a6c9a	1	## 1. Select the task
0879188427b91e5a7b720757cd9f0c245a7d2b25a54f57e3e45ce98c36956187	1	- If the user named a task ID, use it. Otherwise read the profile's **task index** — a generated digest of each task's s
db60e9b034301e677ae45fae44d3482984d2d703e8b8aef50b865ba06370e3de	1	- **Skip blocked tasks and say why.** Treat every task in the profile's **"Blocked / owner-only tasks"** list as non-sta
d504352a9443c5dd61d2ece6d72a6f1da0c51fe54eff90413d4a4be575ea8c10	1	- **Reconcile the candidate against live state before committing to it ([live-state reconciliation]).** A tasks-file che
19edcb733fbacd79c529ae796368db756a0485b3ecf3faac473bb17d84d8bcb7	1	- **Announce the resolved target, and confirm an implicit pick that live state contradicts ([selection announce-and-conf
6279d61b4176cf2fc3dc77cd5b93136f575dda11b1847e42f92b3901708e14cf	1	- Confirm the selected task ID, its `path`, and its `US#` before editing anything.
36c0b5ce5bab8390dd9135f3097f0711738a2ebde3f30c57b8a1250a9c1e0041	1	## 2. Read the context (always, every task) Read in this order (paths from the profile), then state assumptions/ambiguit
3776684663098ff9883dbb266584a4f4683f55c3670e972ad4c656096b7f560d	1	1. The task line in the **tasks file** and its mapped `US#` in the **spec** (acceptance criteria).
e2a4f842322fd332c7263339a8283713baf7c56e6005438c031412faa4ad12f6	1	2. Any relevant contract under the profile's **contracts dir** for the area touched.
fff1bd032b4e99e5d689494c5f96e0901d56782d0afaf6dfeafcd74ecc13499f	1	3. The **constitution** — it is law.
4df62c9c56ee1ed5ef323d2ccd2f1ccb72b84d6032b7973b1247bf7d0b8b2e5e	1	4. Nearby existing code and tests in the task's `path`.
99eb19a0f66cba4f504f850feb746e1fbe5695f25efee55fee46d9f867a4e0fd	1	5. The task's **issue/PR comment thread** — owner steering may be waiting there (§2.5).
adc6c8280150aa630a128f3baac0cc2e7c08aff47c9260bdfa0bdf8762a49c40	1	## 2.5 The owner-comment channel (steering, provenance, bounds) For an owner-absent run, the issue/PR comment thread is
88edb0567d06324c668364e75e06da95776e9c61e90ecde49f29f663ea9b67fc	1	- **Provenance, not author identity.** The engine may post under the owner's own login (a solo headless build shares one
